date,equity,cash,positions
2025-11-05,600.0,600.0,0
2025-11-06,600.0,600.0,0
2025-11-07,600.0,600.0,0
2025-11-10,600.0,600.0,0
2025-11-11,600.0,600.0,0
2025-11-12,600.0,600.0,0
2025-11-13,600.0,600.0,0
2025-11-14,600.0,600.0,0
2025-11-17,603.9978880697684,307.2,3
2025-11-18,602.0118179990741,307.2,3
2025-11-19,608.5890901188161,307.2,3
2025-11-20,596.6014934845358,307.2,3
2025-11-21,587.54795704304,587.54795704304,0
2025-11-24,585.2809298210922,470.038365634432,1
2025-11-25,586.5148496874301,300.82455400603646,3
2025-11-26,587.8023266761465,300.82455400603646,3
2025-11-27,300.82455400603646,300.82455400603646,3
2025-11-28,590.0403511863743,590.0403511863743,0
2025-12-01,590.0403511863743,590.0403511863743,0
2025-12-02,590.0403511863743,590.0403511863743,0
2025-12-03,590.0403511863743,590.0403511863743,0
2025-12-04,594.1827569132456,377.62582475927957,2
2025-12-05,595.7821177161776,595.7821177161776,0
2025-12-08,595.7821177161776,595.7821177161776,0
2025-12-09,595.7821177161776,595.7821177161776,0
2025-12-10,595.7821177161776,595.7821177161776,0
2025-12-11,595.7821177161776,595.7821177161776,0
2025-12-12,591.8986304097359,591.8986304097359,0
2025-12-15,591.8986304097359,591.8986304097359,0
2025-12-16,591.8986304097359,591.8986304097359,0
2025-12-17,591.8986304097359,591.8986304097359,0
2025-12-18,591.8986304097359,591.8986304097359,0
2025-12-19,591.8986304097359,591.8986304097359,0
2025-12-22,589.1812759643719,473.51890432778873,1
2025-12-23,589.1543698390522,473.51890432778873,1
2025-12-24,589.5673170414966,378.815123462231,2
2025-12-25,378.815123462231,378.815123462231,2
2025-12-26,590.507914516217,590.507914516217,0
2025-12-29,590.507914516217,590.507914516217,0
2025-12-30,590.507914516217,590.507914516217,0
2025-12-31,590.507914516217,590.507914516217,0
2026-01-01,590.507914516217,590.507914516217,0
2026-01-02,590.507914516217,590.507914516217,0
2026-01-05,590.507914516217,590.507914516217,0
2026-01-06,587.0197401366495,377.92506529037894,2
2026-01-07,584.3114400365989,302.34005223230315,3
2026-01-08,579.0194747000754,302.34005223230315,3
2026-01-09,584.2689370159636,584.2689370159636,0
2026-01-12,588.4557954176763,467.4151496127709,1
2026-01-13,586.5120871230727,299.14569575217337,3
2026-01-14,574.3129429933005,299.14569575217337,3
2026-01-15,571.546897842208,299.14569575217337,3
2026-01-16,575.0346557901727,575.0346557901727,0
2026-01-19,575.0346557901727,575.0346557901727,0
2026-01-20,575.0346557901727,575.0346557901727,0
2026-01-21,575.0346557901727,575.0346557901727,0
2026-01-22,572.6674235707246,294.4177437645684,3
2026-01-23,576.3015119655552,576.3015119655552,0
2026-01-26,574.6837288019512,461.04120957244413,1
2026-01-27,574.5246092232112,461.04120957244413,1
2026-01-28,573.27811856595,461.04120957244413,1
2026-01-29,571.3155695704346,461.04120957244413,1
2026-01-30,571.7531585289317,571.7531585289317,0
2026-02-02,571.7531585289317,571.7531585289317,0
2026-02-03,565.3867243439342,365.9220214585163,2
2026-02-04,541.7062448593849,365.9220214585163,2
2026-02-05,532.3202695689868,365.9220214585163,2
2026-02-06,543.231117453253,543.231117453253,0
2026-02-09,549.1051555829664,278.13433213606555,3
2026-02-10,546.6032416508292,278.13433213606555,3
2026-02-11,545.6799156145892,278.13433213606555,3
2026-02-12,538.9675962600671,278.13433213606555,3
2026-02-13,537.5676624627451,537.5676624627451,0
2026-02-16,537.5676624627451,537.5676624627451,0
2026-02-17,537.5676624627451,537.5676624627451,0
2026-02-18,538.8694991951543,430.05412997019613,1
2026-02-19,539.0261039458318,430.05412997019613,1
2026-02-20,538.5888990884121,538.5888990884121,0
2026-02-23,532.3710355022077,275.757516333267,3
2026-02-24,536.8727128535978,275.757516333267,3
2026-02-25,539.3958536075901,275.757516333267,3
2026-02-26,538.7930996467225,275.757516333267,3
2026-02-27,537.0349114436208,537.0349114436208,0
2026-03-02,538.4025153351106,429.6279291548966,1
2026-03-03,544.6838851125543,274.9618746591338,3
2026-03-04,549.9171027664394,274.9618746591338,3
